Effective.Date,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
1968-01-01,Alabama,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Alaska,2.1,15.61,1.15,8.55,2.1,15.61,34.8,2.1,2.1,15.61,2.1,15.61,NA
1968-01-01,Arizona,0.468,3.48,1.15,8.55,1.15,8.55,34.8,18.72 - 26.40/wk(b),0.468,3.48,0.66,4.91,(b)
1968-01-01,Arkansas,0.15625,1.16,1.15,8.55,1.15,8.55,34.8,1.25/day(b),0.15625,1.16,0.15625,1.16,(b)
1968-01-01,California,1.65,12.26,1.15,8.55,1.65,12.26,34.8,1.65(b),1.65,12.26,1.65,12.26,(b)
1968-01-01,Colorado,1,7.43,1.15,8.55,1.15,8.55,34.8,1.00 - 1.25(b),1,7.43,1.25,9.29,(b)
1968-01-01,Connecticut,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,NA
1968-01-01,Delaware,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,NA
1968-01-01,District of Columbia,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25 - 1.40,1.25,9.29,1.4,10.41,NA
1968-01-01,Florida,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Georgia,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Guam,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,NA
1968-01-01,Hawaii,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,NA
1968-01-01,Idaho,1.15,8.55,1.15,8.55,1.15,8.55,34.8,1.15,1.15,8.55,1.15,8.55,NA
1968-01-01,Illinois,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Indiana,1.15,8.55,1.15,8.55,1.15,8.55,34.8,1.15,1.15,8.55,1.15,8.55,NA
1968-01-01,Iowa,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Kansas,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Kentucky,0.65,4.83,1.15,8.55,1.15,8.55,34.8,.65 - .75(b),0.65,4.83,0.75,5.57,(b)
1968-01-01,Louisiana,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Maine,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,NA
1968-01-01,Maryland,1,7.43,1.15,8.55,1.15,8.55,34.8,1.00 & 1.15,1,7.43,1.15,8.55,NA
1968-01-01,Massachusetts,1.6,11.89,1.15,8.55,1.6,11.89,34.8,1.6,1.6,11.89,1.6,11.89,NA
1968-01-01,Michigan,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,NA
1968-01-01,Minnesota,0.7,5.2,1.15,8.55,1.15,8.55,34.8,.70 - 1.15(b),0.7,5.2,1.15,8.55,(b)
1968-01-01,Mississippi,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Missouri,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Montana,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Nebraska,1,7.43,1.15,8.55,1.15,8.55,34.8,1,1,7.43,1,7.43,NA
1968-01-01,Nevada,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,NA
1968-01-01,New Hampshire,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,NA
1968-01-01,New Jersey,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,NA
1968-01-01,New Mexico,1.15,8.55,1.15,8.55,1.15,8.55,34.8,1.15 - 1.40,1.15,8.55,1.4,10.41,NA
1968-01-01,New York,1.6,11.89,1.15,8.55,1.6,11.89,34.8,1.6,1.6,11.89,1.6,11.89,NA
1968-01-01,North Carolina,1,7.43,1.15,8.55,1.15,8.55,34.8,1,1,7.43,1,7.43,NA
1968-01-01,North Dakota,1,7.43,1.15,8.55,1.15,8.55,34.8,1.00 - 1.25,1,7.43,1.25,9.29,NA
1968-01-01,Ohio,0.75,5.57,1.15,8.55,1.15,8.55,34.8,.75 - 1.25(b),0.75,5.57,1.25,9.29,(b)
1968-01-01,Oklahoma,1,7.43,1.15,8.55,1.15,8.55,34.8,1,1,7.43,1,7.43,NA
1968-01-01,Oregon,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25,1.25,9.29,1.25,9.29,NA
1968-01-01,Pennsylvania,1.15,8.55,1.15,8.55,1.15,8.55,34.8,1.15,1.15,8.55,1.15,8.55,NA
1968-01-01,Puerto Rico,0.43,3.2,1.15,8.55,1.15,8.55,34.8,.43 - 1.60,0.43,3.2,1.6,11.89,NA
1968-01-01,Rhode Island,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,NA
1968-01-01,South Carolina,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,South Dakota,0.425,3.16,1.15,8.55,1.15,8.55,34.8,17.00 - 20.00/wk,0.425,3.16,0.5,3.72,NA
1968-01-01,Tennessee,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Texas,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,U.S. Virgin Islands,0,0,1.15,8.55,1.15,8.55,34.8,...,0,NA,0,NA,NA
1968-01-01,Utah,1,7.43,1.15,8.55,1.15,8.55,34.8,1.00 - 1.15(b),1,7.43,1.15,8.55,(b)
1968-01-01,Vermont,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,NA
1968-01-01,Virginia,0,0,1.15,8.55,1.15,8.55,34.8,...,0,0,0,0,NA
1968-01-01,Washington,1.6,11.89,1.15,8.55,1.6,11.89,34.8,1.6,1.6,11.89,1.6,11.89,NA
1968-01-01,West Virginia,1,7.43,1.15,8.55,1.15,8.55,34.8,1,1,7.43,1,7.43,NA
1968-01-01,Wisconsin,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25 (b),1.25,9.29,1.25,9.29,(b)
1968-01-01,Wyoming,1.2,8.92,1.15,8.55,1.2,8.92,34.8,1.2,1.2,8.92,1.2,8.92,NA
1969-01-01,Alabama,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Alaska,2.1,14.8,1.15,8.11,2.1,14.8,36.7,2.1,2.1,14.8,2.1,14.8,NA
1969-01-01,Arizona,0.468,3.3,1.15,8.11,1.15,8.11,36.7,18.72 - 26.40/wk(b),0.468,3.3,0.66,4.65,(b)
1969-01-01,Arkansas,0.15625,1.1,1.15,8.11,1.15,8.11,36.7,1.25/day(b),0.15625,1.1,0.15625,1.1,(b)
1969-01-01,California,1.65,11.63,1.15,8.11,1.65,11.63,36.7,1.65(b),1.65,11.63,1.65,11.63,(b)
1969-01-01,Colorado,1,7.05,1.15,8.11,1.15,8.11,36.7,1.00 - 1.25(b),1,7.05,1.25,8.81,(b)
1969-01-01,Connecticut,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,NA
1969-01-01,Delaware,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,NA
1969-01-01,District of Columbia,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25 - 1.40,1.25,8.81,1.4,9.87,NA
1969-01-01,Florida,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Georgia,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Guam,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,NA
1969-01-01,Hawaii,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,NA
1969-01-01,Idaho,1.15,8.11,1.15,8.11,1.15,8.11,36.7,1.15,1.15,8.11,1.15,8.11,NA
1969-01-01,Illinois,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Indiana,1.15,8.11,1.15,8.11,1.15,8.11,36.7,1.15,1.15,8.11,1.15,8.11,NA
1969-01-01,Iowa,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Kansas,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Kentucky,0.65,4.58,1.15,8.11,1.15,8.11,36.7,.65 - .75(b),0.65,4.58,0.75,5.29,(b)
1969-01-01,Louisiana,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Maine,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,NA
1969-01-01,Maryland,1,7.05,1.15,8.11,1.15,8.11,36.7,1.00 & 1.15,1,7.05,1.15,8.11,NA
1969-01-01,Massachusetts,1.6,11.28,1.15,8.11,1.6,11.28,36.7,1.6,1.6,11.28,1.6,11.28,NA
1969-01-01,Michigan,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,NA
1969-01-01,Minnesota,0.7,4.93,1.15,8.11,1.15,8.11,36.7,.70 - 1.15(b),0.7,4.93,1.15,8.11,(b)
1969-01-01,Mississippi,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Missouri,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Montana,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Nebraska,1,7.05,1.15,8.11,1.15,8.11,36.7,1,1,7.05,1,7.05,NA
1969-01-01,Nevada,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,NA
1969-01-01,New Hampshire,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,NA
1969-01-01,New Jersey,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,NA
1969-01-01,New Mexico,1.15,8.11,1.15,8.11,1.15,8.11,36.7,1.15 - 1.40,1.15,8.11,1.4,9.87,NA
1969-01-01,New York,1.6,11.28,1.15,8.11,1.6,11.28,36.7,1.6,1.6,11.28,1.6,11.28,NA
1969-01-01,North Carolina,1,7.05,1.15,8.11,1.15,8.11,36.7,1,1,7.05,1,7.05,NA
1969-01-01,North Dakota,1,7.05,1.15,8.11,1.15,8.11,36.7,1.00 - 1.25,1,7.05,1.25,8.81,NA
1969-01-01,Ohio,0.75,5.29,1.15,8.11,1.15,8.11,36.7,.75 - 1.25(b),0.75,5.29,1.25,8.81,(b)
1969-01-01,Oklahoma,1,7.05,1.15,8.11,1.15,8.11,36.7,1,1,7.05,1,7.05,NA
1969-01-01,Oregon,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25,1.25,8.81,1.25,8.81,NA
1969-01-01,Pennsylvania,1.15,8.11,1.15,8.11,1.15,8.11,36.7,1.15,1.15,8.11,1.15,8.11,NA
1969-01-01,Puerto Rico,0.43,3.03,1.15,8.11,1.15,8.11,36.7,.43 - 1.60,0.43,3.03,1.6,11.28,NA
1969-01-01,Rhode Island,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,NA
1969-01-01,South Carolina,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,South Dakota,0.425,3,1.15,8.11,1.15,8.11,36.7,17.00 - 20.00/wk,0.425,3,0.5,3.52,NA
1969-01-01,Tennessee,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Texas,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,U.S. Virgin Islands,0,0,1.15,8.11,1.15,8.11,36.7,...,0,NA,0,NA,NA
1969-01-01,Utah,1,7.05,1.15,8.11,1.15,8.11,36.7,1.00 - 1.15(b),1,7.05,1.15,8.11,(b)
1969-01-01,Vermont,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,NA
1969-01-01,Virginia,0,0,1.15,8.11,1.15,8.11,36.7,...,0,0,0,0,NA
1969-01-01,Washington,1.6,11.28,1.15,8.11,1.6,11.28,36.7,1.6,1.6,11.28,1.6,11.28,NA
1969-01-01,West Virginia,1,7.05,1.15,8.11,1.15,8.11,36.7,1,1,7.05,1,7.05,NA
1969-01-01,Wisconsin,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25 (b),1.25,8.81,1.25,8.81,(b)
1969-01-01,Wyoming,1.2,8.46,1.15,8.11,1.2,8.46,36.7,1.2,1.2,8.46,1.2,8.46,NA
1970-01-01,Alabama,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Alaska,2.1,14,1.3,8.67,2.1,14,38.8,2.1,2.1,14,2.1,14,NA
1970-01-01,Arizona,0.468,3.12,1.3,8.67,1.3,8.67,38.8,18.72 - 26.40/wk(b),0.468,3.12,0.66,4.4,(b)
1970-01-01,Arkansas,1.1,7.33,1.3,8.67,1.3,8.67,38.8,1.1,1.1,7.33,1.1,7.33,NA
1970-01-01,California,1.65,11,1.3,8.67,1.65,11,38.8,1.65(b),1.65,11,1.65,11,(b)
1970-01-01,Colorado,1,6.67,1.3,8.67,1.3,8.67,38.8,1.00 - 1.25(b),1,6.67,1.25,8.33,(b)
1970-01-01,Connecticut,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,NA
1970-01-01,Delaware,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,NA
1970-01-01,District of Columbia,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.60 - 2.00,1.6,10.67,2,13.33,NA
1970-01-01,Florida,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Georgia,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Guam,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,NA
1970-01-01,Hawaii,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,NA
1970-01-01,Idaho,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,NA
1970-01-01,Illinois,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Indiana,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,NA
1970-01-01,Iowa,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Kansas,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Kentucky,0.65,4.33,1.3,8.67,1.3,8.67,38.8,.65 - .75(b),0.65,4.33,0.75,5,(b)
1970-01-01,Louisiana,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Maine,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,NA
1970-01-01,Maryland,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,NA
1970-01-01,Massachusetts,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,NA
1970-01-01,Michigan,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,NA
1970-01-01,Minnesota,0.7,4.67,1.3,8.67,1.3,8.67,38.8,.70 - 1.15(b),0.7,4.67,1.15,7.67,(b)
1970-01-01,Mississippi,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Missouri,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Montana,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Nebraska,1,6.67,1.3,8.67,1.3,8.67,38.8,1,1,6.67,1,6.67,NA
1970-01-01,Nevada,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,NA
1970-01-01,New Hampshire,1.45,9.67,1.3,8.67,1.45,9.67,38.8,1.45 & 1.60,1.45,9.67,1.6,10.67,NA
1970-01-01,New Jersey,1.5,10,1.3,8.67,1.5,10,38.8,1.5,1.5,10,1.5,10,NA
1970-01-01,New Mexico,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.30 - 1.60,1.3,8.67,1.6,10.67,NA
1970-01-01,New York,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,NA
1970-01-01,North Carolina,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,NA
1970-01-01,North Dakota,1,6.67,1.3,8.67,1.3,8.67,38.8,1.00 - 1.45,1,6.67,1.45,9.67,NA
1970-01-01,Ohio,0.75,5,1.3,8.67,1.3,8.67,38.8,.75 - 1.25(b),0.75,5,1.25,8.33,(b)
1970-01-01,Oklahoma,1,6.67,1.3,8.67,1.3,8.67,38.8,1,1,6.67,1,6.67,NA
1970-01-01,Oregon,1.25,8.33,1.3,8.67,1.3,8.67,38.8,1.25,1.25,8.33,1.25,8.33,NA
1970-01-01,Pennsylvania,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,NA
1970-01-01,Puerto Rico,0.43,2.87,1.3,8.67,1.3,8.67,38.8,.43 - 1.60,0.43,2.87,1.6,10.67,NA
1970-01-01,Rhode Island,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,NA
1970-01-01,South Carolina,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,South Dakota,1,6.67,1.3,8.67,1.3,8.67,38.8,1,1,6.67,1,6.67,NA
1970-01-01,Tennessee,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Texas,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,U.S. Virgin Islands,0,0,1.3,8.67,1.3,8.67,38.8,...,0,NA,0,NA,NA
1970-01-01,Utah,1,6.67,1.3,8.67,1.3,8.67,38.8,1.00 - 1.15(b),1,6.67,1.15,7.67,(b)
1970-01-01,Vermont,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,NA
1970-01-01,Virginia,0,0,1.3,8.67,1.3,8.67,38.8,...,0,0,0,0,NA
1970-01-01,Washington,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,NA
1970-01-01,West Virginia,1,6.67,1.3,8.67,1.3,8.67,38.8,1,1,6.67,1,6.67,NA
1970-01-01,Wisconsin,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.30 (b),1.3,8.67,1.3,8.67,(b)
1970-01-01,Wyoming,1.3,8.67,1.3,8.67,1.3,8.67,38.8,1.3,1.3,8.67,1.3,8.67,NA
1971-01-01,Alabama,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Alaska,2.1,13.41,1.3,8.3,2.1,13.41,40.5,2.1,2.1,13.41,2.1,13.41,NA
1971-01-01,Arizona,0.468,2.99,1.3,8.3,1.3,8.3,40.5,18.72 - 26.40/wk(b),0.468,2.99,0.66,4.22,(b)
1971-01-01,Arkansas,1.1,7.03,1.3,8.3,1.3,8.3,40.5,1.1,1.1,7.03,1.1,7.03,NA
1971-01-01,California,1.65,10.54,1.3,8.3,1.65,10.54,40.5,1.65(b),1.65,10.54,1.65,10.54,(b)
1971-01-01,Colorado,1,6.39,1.3,8.3,1.3,8.3,40.5,1.00 - 1.25(b),1,6.39,1.25,7.98,(b)
1971-01-01,Connecticut,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,NA
1971-01-01,Delaware,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,NA
1971-01-01,District of Columbia,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.60 - 2.00,1.6,10.22,2,12.77,NA
1971-01-01,Florida,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Georgia,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Guam,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,NA
1971-01-01,Hawaii,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,NA
1971-01-01,Idaho,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,NA
1971-01-01,Illinois,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Indiana,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,NA
1971-01-01,Iowa,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Kansas,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Kentucky,0.65,4.15,1.3,8.3,1.3,8.3,40.5,.65 - .75(b),0.65,4.15,0.75,4.79,(b)
1971-01-01,Louisiana,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Maine,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,NA
1971-01-01,Maryland,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,NA
1971-01-01,Massachusetts,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,NA
1971-01-01,Michigan,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,NA
1971-01-01,Minnesota,0.7,4.47,1.3,8.3,1.3,8.3,40.5,.70 - 1.15(b),0.7,4.47,1.15,7.34,(b)
1971-01-01,Mississippi,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Missouri,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Montana,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Nebraska,1,6.39,1.3,8.3,1.3,8.3,40.5,1,1,6.39,1,6.39,NA
1971-01-01,Nevada,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,NA
1971-01-01,New Hampshire,1.45,9.26,1.3,8.3,1.45,9.26,40.5,1.45 & 1.60,1.45,9.26,1.6,10.22,NA
1971-01-01,New Jersey,1.5,9.58,1.3,8.3,1.5,9.58,40.5,1.5,1.5,9.58,1.5,9.58,NA
1971-01-01,New Mexico,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.30 - 1.60,1.3,8.3,1.6,10.22,NA
1971-01-01,New York,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,NA
1971-01-01,North Carolina,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,NA
1971-01-01,North Dakota,1,6.39,1.3,8.3,1.3,8.3,40.5,1.00 - 1.45,1,6.39,1.45,9.26,NA
1971-01-01,Ohio,0.75,4.79,1.3,8.3,1.3,8.3,40.5,.75 - 1.25(b),0.75,4.79,1.25,7.98,(b)
1971-01-01,Oklahoma,1,6.39,1.3,8.3,1.3,8.3,40.5,1,1,6.39,1,6.39,NA
1971-01-01,Oregon,1.25,7.98,1.3,8.3,1.3,8.3,40.5,1.25,1.25,7.98,1.25,7.98,NA
1971-01-01,Pennsylvania,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,NA
1971-01-01,Puerto Rico,0.43,2.75,1.3,8.3,1.3,8.3,40.5,.43 - 1.60,0.43,2.75,1.6,10.22,NA
1971-01-01,Rhode Island,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,NA
1971-01-01,South Carolina,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,South Dakota,1,6.39,1.3,8.3,1.3,8.3,40.5,1,1,6.39,1,6.39,NA
1971-01-01,Tennessee,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Texas,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,U.S. Virgin Islands,0,0,1.3,8.3,1.3,8.3,40.5,...,0,NA,0,NA,NA
1971-01-01,Utah,1,6.39,1.3,8.3,1.3,8.3,40.5,1.00 - 1.15(b),1,6.39,1.15,7.34,(b)
1971-01-01,Vermont,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,NA
1971-01-01,Virginia,0,0,1.3,8.3,1.3,8.3,40.5,...,0,0,0,0,NA
1971-01-01,Washington,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,NA
1971-01-01,West Virginia,1,6.39,1.3,8.3,1.3,8.3,40.5,1,1,6.39,1,6.39,NA
1971-01-01,Wisconsin,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.30 (b),1.3,8.3,1.3,8.3,(b)
1971-01-01,Wyoming,1.3,8.3,1.3,8.3,1.3,8.3,40.5,1.3,1.3,8.3,1.3,8.3,NA
1972-01-01,Alabama,0,0,1.6,9.9,1.6,9.9,41.8,...,0,0,0,0,NA
1972-01-01,Alaska,2.1,12.99,1.6,9.9,2.1,12.99,41.8,2.1,2.1,12.99,2.1,12.99,NA
1972-01-01,Arizona,0.468,2.9,1.6,9.9,1.6,9.9,41.8,18.72-26.40/wk(b),0.468,2.9,0.66,4.08,(b)
1972-01-01,Arkansas,1.2,7.43,1.6,9.9,1.6,9.9,41.8,1.2,1.2,7.43,1.2,7.43,NA
1972-01-01,California,1.65,10.21,1.6,9.9,1.65,10.21,41.8,1.65(b),1.65,10.21,1.65,10.21,(b)
1972-01-01,Colorado,1,6.19,1.6,9.9,1.6,9.9,41.8,1.00 - 1.25(b),1,6.19,1.25,7.74,(b)
1972-01-01,Connecticut,1.85,11.45,1.6,9.9,1.85,11.45,41.8,1.85,1.85,11.45,1.85,11.45,NA
1972-01-01,Delaware,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.6,1.6,9.9,1.6,9.9,NA
1972-01-01,District of Columbia,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.60 - 2.25,1.6,9.9,2.25,13.92,NA
1972-01-01,Florida,0,0,1.6,9.9,1.6,9.9,41.8,...,0,0,0,0,NA
1972-01-01,Georgia,1.25,7.74,1.6,9.9,1.6,9.9,41.8,1.25,1.25,7.74,1.25,7.74,NA
