Effective.Date,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
1995-01-01,New Hampshire,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,New Jersey,5.05,8.57,4.25,7.21,5.05,8.57,152.4,5.05,5.05,8.57,5.05,8.57,NA
1995-01-01,New Mexico,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,New York,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,North Carolina,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,North Dakota,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,Ohio,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25(g),4.25,7.21,4.25,7.21,(g)
1995-01-01,Oklahoma,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25(g),4.25,7.21,4.25,7.21,(g)
1995-01-01,Oregon,4.75,8.06,4.25,7.21,4.75,8.06,152.4,4.75,4.75,8.06,4.75,8.06,NA
1995-01-01,Pennsylvania,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,Puerto Rico,1.2,2.04,4.25,7.21,4.25,7.21,152.4,1.20 - 4.25(i),1.2,2.04,4.25,7.21,(i)
1995-01-01,Rhode Island,4.45,7.55,4.25,7.21,4.45,7.55,152.4,4.45,4.45,7.55,4.45,7.55,NA
1995-01-01,South Carolina,0,0,4.25,7.21,4.25,7.21,152.4,...,0,0,0,0,NA
1995-01-01,South Dakota,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,Tennessee,0,0,4.25,7.21,4.25,7.21,152.4,...,0,0,0,0,NA
1995-01-01,Texas,3.35,5.69,4.25,7.21,4.25,7.21,152.4,3.35,3.35,5.69,3.35,5.69,NA
1995-01-01,U.S. Virgin Islands,4.65,7.89,4.25,7.21,4.65,7.89,152.4,"4..65(g,,j)",4.65,7.89,4.65,7.89,"(g, j)"
1995-01-01,Utah,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,Vermont,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,Virginia,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,Washington,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,West Virginia,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,Wisconsin,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,NA
1995-01-01,Wyoming,1.6,2.72,4.25,7.21,4.25,7.21,152.4,1.6,1.6,2.72,1.6,2.72,NA
1996-01-01,Alabama,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,NA
1996-01-01,Alaska,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75,4.75,7.83,4.75,7.83,NA
1996-01-01,Arizona,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,NA
1996-01-01,Arkansas,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
1996-01-01,California,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Colorado,3,4.95,4.25,7.01,4.25,7.01,156.9,3,3,4.95,3,4.95,NA
1996-01-01,Connecticut,4.27,7.04,4.25,7.01,4.27,7.04,156.9,4.27,4.27,7.04,4.27,7.04,NA
1996-01-01,Delaware,4.65,7.67,4.25,7.01,4.65,7.67,156.9,4.65,4.65,7.67,4.65,7.67,NA
1996-01-01,District of Columbia,5.25,8.65,4.25,7.01,5.25,8.65,156.9,5.25 (h),5.25,8.65,5.25,8.65,(h)
1996-01-01,Florida,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,NA
1996-01-01,Georgia,3.25,5.36,4.25,7.01,4.25,7.01,156.9,3.25(d),3.25,5.36,3.25,5.36,(d)
1996-01-01,Guam,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Hawaii,5.25,8.65,4.25,7.01,5.25,8.65,156.9,5.25,5.25,8.65,5.25,8.65,NA
1996-01-01,Idaho,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Illinois,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
1996-01-01,Indiana,3.35,5.52,4.25,7.01,4.25,7.01,156.9,3.35(e),3.35,5.52,3.35,5.52,(e)
1996-01-01,Iowa,4.65,7.67,4.25,7.01,4.65,7.67,156.9,4.65,4.65,7.67,4.65,7.67,NA
1996-01-01,Kansas,2.65,4.37,4.25,7.01,4.25,7.01,156.9,2.65,2.65,4.37,2.65,4.37,NA
1996-01-01,Kentucky,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Louisiana,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,NA
1996-01-01,Maine,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Maryland,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Massachusetts,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75,4.75,7.83,4.75,7.83,NA
1996-01-01,Michigan,3.35,5.52,4.25,7.01,4.25,7.01,156.9,3.35(e),3.35,5.52,3.35,5.52,(e)
1996-01-01,Minnesota,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25(g),4.25,7.01,4.25,7.01,(g)
1996-01-01,Mississippi,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,NA
1996-01-01,Missouri,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Montana,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25(g),4.25,7.01,4.25,7.01,(g)
1996-01-01,Nebraska,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
1996-01-01,Nevada,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,New Hampshire,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,New Jersey,5.05,8.33,4.25,7.01,5.05,8.33,156.9,5.05,5.05,8.33,5.05,8.33,NA
1996-01-01,New Mexico,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,New York,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,North Carolina,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,North Dakota,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Ohio,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25(g),4.25,7.01,4.25,7.01,(g)
1996-01-01,Oklahoma,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25(g),4.25,7.01,4.25,7.01,(g)
1996-01-01,Oregon,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75,4.75,7.83,4.75,7.83,NA
1996-01-01,Pennsylvania,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Puerto Rico,1.2,1.98,4.25,7.01,4.25,7.01,156.9,1.20 - 4.75(i),1.2,1.98,4.75,7.83,(i)
1996-01-01,Rhode Island,4.45,7.34,4.25,7.01,4.45,7.34,156.9,4.45,4.45,7.34,4.45,7.34,NA
1996-01-01,South Carolina,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,NA
1996-01-01,South Dakota,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Tennessee,0,0,4.25,7.01,4.25,7.01,156.9,...,0,0,0,0,NA
1996-01-01,Texas,3.35,5.52,4.25,7.01,4.25,7.01,156.9,3.35,3.35,5.52,3.35,5.52,NA
1996-01-01,U.S. Virgin Islands,4.65,7.67,4.25,7.01,4.65,7.67,156.9,4.65(g),4.65,7.67,4.65,7.67,(g)
1996-01-01,Utah,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Vermont,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75(e),4.75,7.83,4.75,7.83,(e)
1996-01-01,Virginia,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
1996-01-01,Washington,4.9,8.08,4.25,7.01,4.9,8.08,156.9,4.9,4.9,8.08,4.9,8.08,NA
1996-01-01,West Virginia,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25 (d),4.25,7.01,4.25,7.01,(d)
1996-01-01,Wisconsin,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,NA
1996-01-01,Wyoming,1.6,2.64,4.25,7.01,4.25,7.01,156.9,1.6,1.6,2.64,1.6,2.64,NA
1997-01-01,Alabama,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,NA
1997-01-01,Alaska,5.25,8.46,4.75,7.66,5.25,8.46,160.5,5.25,5.25,8.46,5.25,8.46,NA
1997-01-01,Arizona,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,NA
1997-01-01,Arkansas,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25[c],4.25,6.85,4.25,6.85,[c]
1997-01-01,California,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Colorado,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Connecticut,4.77,7.69,4.75,7.66,4.77,7.69,160.5,4.77,4.77,7.69,4.77,7.69,NA
1997-01-01,Delaware,5,8.06,4.75,7.66,5,8.06,160.5,5,5,8.06,5,8.06,NA
1997-01-01,District of Columbia,5.75,9.27,4.75,7.66,5.75,9.27,160.5,5.75,5.75,9.27,5.75,9.27,NA
1997-01-01,Florida,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,NA
1997-01-01,Georgia,3.25,5.24,4.75,7.66,4.75,7.66,160.5,3.25(d),3.25,5.24,3.25,5.24,(d)
1997-01-01,Guam,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Hawaii,5.25,8.46,4.75,7.66,5.25,8.46,160.5,5.25,5.25,8.46,5.25,8.46,NA
1997-01-01,Idaho,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,NA
1997-01-01,Illinois,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75[c],4.75,7.66,4.75,7.66,[c]
1997-01-01,Indiana,3.35,5.4,4.75,7.66,4.75,7.66,160.5,3.35(e),3.35,5.4,3.35,5.4,(e)
1997-01-01,Iowa,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Kansas,2.65,4.27,4.75,7.66,4.75,7.66,160.5,2.65,2.65,4.27,2.65,4.27,NA
1997-01-01,Kentucky,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,NA
1997-01-01,Louisiana,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,NA
1997-01-01,Maine,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Maryland,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Massachusetts,5.25,8.46,4.75,7.66,5.25,8.46,160.5,5.25,5.25,8.46,5.25,8.46,NA
1997-01-01,Michigan,3.35,5.4,4.75,7.66,4.75,7.66,160.5,3.35(e),3.35,5.4,3.35,5.4,(e)
1997-01-01,Minnesota,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25(g),4.25,6.85,4.25,6.85,(g)
1997-01-01,Mississippi,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,NA
1997-01-01,Missouri,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Montana,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75(g),4.75,7.66,4.75,7.66,(g)
1997-01-01,Nebraska,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25[c],4.25,6.85,4.25,6.85,[c]
1997-01-01,Nevada,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,New Hampshire,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,New Jersey,5.05,8.14,4.75,7.66,5.05,8.14,160.5,5.05,5.05,8.14,5.05,8.14,NA
1997-01-01,New Mexico,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,NA
1997-01-01,New York,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,NA
1997-01-01,North Carolina,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,NA
1997-01-01,North Dakota,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Ohio,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25(g),4.25,6.85,4.25,6.85,(g)
1997-01-01,Oklahoma,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75(g),4.75,7.66,4.75,7.66,(g)
1997-01-01,Oregon,5.5,8.86,4.75,7.66,5.5,8.86,160.5,5.5,5.5,8.86,5.5,8.86,NA
1997-01-01,Pennsylvania,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Puerto Rico,1.2,1.93,4.75,7.66,4.75,7.66,160.5,1.20 - 4.75(i),1.2,1.93,4.75,7.66,(i)
1997-01-01,Rhode Island,5.15,8.3,4.75,7.66,5.15,8.3,160.5,5.15,5.15,8.3,5.15,8.3,NA
1997-01-01,South Carolina,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,NA
1997-01-01,South Dakota,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25,4.25,6.85,4.25,6.85,NA
1997-01-01,Tennessee,0,0,4.75,7.66,4.75,7.66,160.5,...,0,0,0,0,NA
1997-01-01,Texas,3.35,5.4,4.75,7.66,4.75,7.66,160.5,3.35,3.35,5.4,3.35,5.4,NA
1997-01-01,U.S. Virgin Islands,4.65,7.49,4.75,7.66,4.75,7.66,160.5,"4.65(g, j)",4.65,7.49,4.65,7.49,"(g, j)"
1997-01-01,Utah,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Vermont,5,8.06,4.75,7.66,5,8.06,160.5,5.00(e),5,8.06,5,8.06,(e)
1997-01-01,Virginia,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75[c],4.75,7.66,4.75,7.66,[c]
1997-01-01,Washington,4.9,7.9,4.75,7.66,4.9,7.9,160.5,4.9,4.9,7.9,4.9,7.9,NA
1997-01-01,West Virginia,4.25,6.85,4.75,7.66,4.75,7.66,160.5,4.25 (d),4.25,6.85,4.25,6.85,(d)
1997-01-01,Wisconsin,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,NA
1997-01-01,Wyoming,1.6,2.58,4.75,7.66,4.75,7.66,160.5,1.6,1.6,2.58,1.6,2.58,NA
1998-01-01,Alabama,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,NA
1998-01-01,Alaska,5.65,8.97,5.15,8.17,5.65,8.97,163,5.65,5.65,8.97,5.65,8.97,NA
1998-01-01,Arizona,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,NA
1998-01-01,Arkansas,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15[c],5.15,8.17,5.15,8.17,[c]
1998-01-01,California,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Colorado,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Connecticut,5.18,8.22,5.15,8.17,5.18,8.22,163,5.18,5.18,8.22,5.18,8.22,NA
1998-01-01,Delaware,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,District of Columbia,6.15,9.76,5.15,8.17,6.15,9.76,163,6.15,6.15,9.76,6.15,9.76,NA
1998-01-01,Florida,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,NA
1998-01-01,Georgia,3.25,5.16,5.15,8.17,5.15,8.17,163,3.25(d),3.25,5.16,3.25,5.16,(d)
1998-01-01,Guam,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Hawaii,5.25,8.33,5.15,8.17,5.25,8.33,163,5.25,5.25,8.33,5.25,8.33,NA
1998-01-01,Idaho,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Illinois,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15[c],5.15,8.17,5.15,8.17,[c]
1998-01-01,Indiana,3.35,5.32,5.15,8.17,5.15,8.17,163,3.35(e),3.35,5.32,3.35,5.32,(e)
1998-01-01,Iowa,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Kansas,2.65,4.21,5.15,8.17,5.15,8.17,163,2.65,2.65,4.21,2.65,4.21,NA
1998-01-01,Kentucky,4.25,6.74,5.15,8.17,5.15,8.17,163,4.25,4.25,6.74,4.25,6.74,NA
1998-01-01,Louisiana,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,NA
1998-01-01,Maine,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Maryland,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Massachusetts,5.25,8.33,5.15,8.17,5.25,8.33,163,5.25,5.25,8.33,5.25,8.33,NA
1998-01-01,Michigan,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15(e),5.15,8.17,5.15,8.17,(e)
1998-01-01,Minnesota,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15(g),5.15,8.17,5.15,8.17,(g)
1998-01-01,Mississippi,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,NA
1998-01-01,Missouri,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Montana,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15(g),5.15,8.17,5.15,8.17,(g)
1998-01-01,Nebraska,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15[c],5.15,8.17,5.15,8.17,[c]
1998-01-01,Nevada,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,New Hampshire,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,New Jersey,5.05,8.01,5.15,8.17,5.15,8.17,163,5.05,5.05,8.01,5.05,8.01,NA
1998-01-01,New Mexico,4.25,6.74,5.15,8.17,5.15,8.17,163,4.25,4.25,6.74,4.25,6.74,NA
1998-01-01,New York,4.25,6.74,5.15,8.17,5.15,8.17,163,4.25,4.25,6.74,4.25,6.74,NA
1998-01-01,North Carolina,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,North Dakota,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Ohio,4.25,6.74,5.15,8.17,5.15,8.17,163,4.25(g),4.25,6.74,4.25,6.74,(g)
1998-01-01,Oklahoma,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15(g),5.15,8.17,5.15,8.17,(g)
1998-01-01,Oregon,6,9.52,5.15,8.17,6,9.52,163,6,6,9.52,6,9.52,NA
1998-01-01,Pennsylvania,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Puerto Rico,1.2,1.9,5.15,8.17,5.15,8.17,163,1.20 - 5.15(i),1.2,1.9,5.15,8.17,(i)
1998-01-01,Rhode Island,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,South Carolina,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,NA
1998-01-01,South Dakota,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Tennessee,0,0,5.15,8.17,5.15,8.17,163,...,0,0,0,0,NA
1998-01-01,Texas,3.35,5.32,5.15,8.17,5.15,8.17,163,3.35,3.35,5.32,3.35,5.32,NA
1998-01-01,U.S. Virgin Islands,4.65,7.38,5.15,8.17,5.15,8.17,163,"4.65(g, j)",4.65,7.38,4.65,7.38,"(g, j)"
1998-01-01,Utah,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Vermont,5.25,8.33,5.15,8.17,5.25,8.33,163,5.25(e),5.25,8.33,5.25,8.33,(e)
1998-01-01,Virginia,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15[c],5.15,8.17,5.15,8.17,[c]
1998-01-01,Washington,4.9,7.78,5.15,8.17,5.15,8.17,163,4.9,4.9,7.78,4.9,7.78,NA
1998-01-01,West Virginia,4.75,7.54,5.15,8.17,5.15,8.17,163,4.75 (d),4.75,7.54,4.75,7.54,(d)
1998-01-01,Wisconsin,5.15,8.17,5.15,8.17,5.15,8.17,163,5.15,5.15,8.17,5.15,8.17,NA
1998-01-01,Wyoming,1.6,2.54,5.15,8.17,5.15,8.17,163,1.6,1.6,2.54,1.6,2.54,NA
1999-01-01,Alabama,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,NA
1999-01-01,Alaska,5.65,8.77,5.15,8,5.65,8.77,166.6,5.65,5.65,8.77,5.65,8.77,NA
1999-01-01,Arizona,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,NA
1999-01-01,Arkansas,5.15,8,5.15,8,5.15,8,166.6,5.15[c],5.15,8,5.15,8,[c]
1999-01-01,California,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,Colorado,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,Connecticut,5.18,8.04,5.15,8,5.18,8.04,166.6,5.18,5.18,8.04,5.18,8.04,NA
1999-01-01,Delaware,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,District of Columbia,6.15,9.55,5.15,8,6.15,9.55,166.6,6.15,6.15,9.55,6.15,9.55,NA
1999-01-01,Florida,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,NA
1999-01-01,Georgia,3.25,5.05,5.15,8,5.15,8,166.6,3.25(d),3.25,5.05,3.25,5.05,(d)
1999-01-01,Guam,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,Hawaii,5.25,8.15,5.15,8,5.25,8.15,166.6,5.25,5.25,8.15,5.25,8.15,NA
1999-01-01,Idaho,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,Illinois,5.15,8,5.15,8,5.15,8,166.6,5.15[c],5.15,8,5.15,8,[c]
1999-01-01,Indiana,3.35,5.2,5.15,8,5.15,8,166.6,3.35(e),3.35,5.2,3.35,5.2,(e)
1999-01-01,Iowa,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,Kansas,2.65,4.11,5.15,8,5.15,8,166.6,2.65,2.65,4.11,2.65,4.11,NA
1999-01-01,Kentucky,4.25,6.6,5.15,8,5.15,8,166.6,4.25,4.25,6.6,4.25,6.6,NA
1999-01-01,Louisiana,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,NA
1999-01-01,Maine,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,Maryland,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,Massachusetts,5.25,8.15,5.15,8,5.25,8.15,166.6,5.25,5.25,8.15,5.25,8.15,NA
1999-01-01,Michigan,5.15,8,5.15,8,5.15,8,166.6,5.15(e),5.15,8,5.15,8,(e)
1999-01-01,Minnesota,5.15,8,5.15,8,5.15,8,166.6,5.15(g),5.15,8,5.15,8,(g)
1999-01-01,Mississippi,0,0,5.15,8,5.15,8,166.6,...,0,0,0,0,NA
1999-01-01,Missouri,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,Montana,5.15,8,5.15,8,5.15,8,166.6,5.15(g),5.15,8,5.15,8,(g)
1999-01-01,Nebraska,5.15,8,5.15,8,5.15,8,166.6,5.15[c],5.15,8,5.15,8,[c]
1999-01-01,Nevada,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,New Hampshire,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,New Jersey,5.05,7.84,5.15,8,5.15,8,166.6,5.05,5.05,7.84,5.05,7.84,NA
1999-01-01,New Mexico,4.25,6.6,5.15,8,5.15,8,166.6,4.25,4.25,6.6,4.25,6.6,NA
1999-01-01,New York,4.25,6.6,5.15,8,5.15,8,166.6,4.25,4.25,6.6,4.25,6.6,NA
1999-01-01,North Carolina,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,North Dakota,5.15,8,5.15,8,5.15,8,166.6,5.15,5.15,8,5.15,8,NA
1999-01-01,Ohio,4.25,6.6,5.15,8,5.15,8,166.6,4.25(g),4.25,6.6,4.25,6.6,(g)
1999-01-01,Oklahoma,5.15,8,5.15,8,5.15,8,166.6,5.15(g),5.15,8,5.15,8,(g)
1999-01-01,Oregon,6,9.32,5.15,8,6,9.32,166.6,6,6,9.32,6,9.32,NA
